tidal,greatlakes,shefcode,details,sensors,floodlevels,datums,supersededdatums,harmonicConstituents,benchmarks,tidePredOffsets,ofsMapOffsets,state,timezone,timezonecorr,observedst,stormsurge,nearby,forecast,outlook,HTFhistorical,nonNavigational,id,name,lat,lng,affiliations,portscode,products,disclaimers,notices,self,expand,tideType
True,False,PCGT2,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/ofsmapoffsets.json""
      }",TX,CST,-6,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/nearby.json""
      }",True,False,False,False,8779748,"South Padre Island CG Station",26.072472,-97.166861,TCOON,"","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779748.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices",Diurnal
True,False,BZST2,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/ofsmapoffsets.json""
      }",TX,CST,-6,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/nearby.json""
      }",True,False,False,False,8779749,"SPI Brazos Santiago",26.0675,-97.154722,"","","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779749.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices",Diurnal
True,False,PTIT2,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/ofsmapoffsets.json""
      }",TX,CST,-6,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/nearby.json""
      }",True,True,True,False,8779770,"Port Isabel",26.061167,-97.215528,NWLON,"","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/8779770.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices",Diurnal
False,True,AGCM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/nearby.json""
      }",False,False,False,False,9014070,Algonac,42.621113,-82.526665,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014070.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,SCRM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/nearby.json""
      }",False,False,False,False,9014080,"St. Clair State Police",42.812222,-82.485558,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014080.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,PHXM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/nearby.json""
      }",False,False,False,False,9014087,"Dry Dock",42.945278,-82.443333,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014087.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,MBRM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/nearby.json""
      }",False,False,False,False,9014090,"Mouth of the Black River",42.974724,-82.418892,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014090.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,PBWM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/nearby.json""
      }",False,False,False,False,9014095,"Port Huron, North of Blue Water Bridge",43.002222,-82.422778,"","","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014095.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,FTGM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/nearby.json""
      }",True,False,False,False,9014098,"Fort Gratiot",43.006900,-82.422500,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9014098.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,SCSM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/nearby.json""
      }",False,False,False,False,9034052,"St Clair Shores",42.473222,-82.879250,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9034052.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,GRTM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/nearby.json""
      }",False,False,False,False,9044020,Gibraltar,42.090861,-83.186000,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044020.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,WDTM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/nearby.json""
      }",False,False,False,False,9044030,Wyandotte,42.202306,-83.147500,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044030.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,FWNM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/nearby.json""
      }",False,False,False,False,9044036,"Fort Wayne",42.298914,-83.09263,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044036.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
False,True,WMPM4,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/details.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/sensors.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/floodlevels.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/datums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/supersededdatums.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/harcon.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/benchmarks.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/tidepredoffsets.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/ofsmapoffsets.json""
      }",MI,EST,-5,True,False,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/nearby.json""
      }",False,False,False,False,9044049,"Windmill Point",42.357778,-82.929944,NWLON,gl,"{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/products.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/disclaimers.json""
      }","{
        ""self"": ""https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049/notices.json""
      }",https://api.tidesandcurrents.noaa.gov/mdapi/prod/webapi/stations/9044049.json,"details,sensors,floodlevels,datums,harcon,tidepredoffsets,ofsmapoffsets,products,disclaimers,notices","Great Lakes"
